text,label
customer support | sql excel,Information Technology
personal with accounting knowledge | excel,Finance
system operations data center/gpu tech/cloud computing/jb vh |,Information Technology
mis retail collection recovery management | python sql excel,Information Technology
graphic designer cum photographer | excel,Creative Design
tech lead javascript/typescript | sql excel java react,Information Technology
ai software engineer | python sql java,Information Technology
avp relationship enterprise banking batu pahat | excel,Operations
fullstack developer net angular / react | sql excel react,Information Technology
hire purchase johor | excel,Marketing
account basic incentive fresh grad welcome | excel,Finance
hr business partner based in penang years |,Human Resources
field service engineer mechanical cdu cooling systems |,Engineering
side by side sarawak area |,Engineering
api developer | sql excel java react,Information Technology
business intelligence analyst | sql,Information Technology
civil engineer / civil engineer |,Engineering
logistic linehaul spx express perak |,Engineering
lecturer/senior lecturer deputy dean | excel,Education
digital data reviewer mandarin speaker | excel,Information Technology
supply chain overseas market | sql excel,Operations
virtualization engineer | python excel,Information Technology
operational accounting controlling | excel,Finance
accounts / accountant mnc based in papua new guinea | excel,Finance
pricing | excel machine learning,Information Technology
graphic designs and social media cum admin | excel,Marketing
maintenance technician alcohol factory non halal |,Engineering
osbl production biorefinery field |,Engineering
accountant fa | excel data analysis,Finance
import export logistics | excel,Operations
technical support engineer | sql excel,Information Technology
electrical instrumentation engineer | excel,Engineering
quality control qc halal | excel,Engineering
clinic beautician and nurse |,Healthcare
workday hcm consultant | excel,Human Resources
project engineer / support engineer based in pj |,Engineering
lecturer faculty of medicine |,Education
sales for digital ads my market kl based | excel,Information Technology
perm ft bank financial telesales rm3000 commission 5 days kuala lumpur |,Sales
site safety sungai koyan pahang | excel,Engineering
software engineer windows application c |,Information Technology
payroll expert call center background |,Finance
customer service after | excel,Sales
